temp_dia_1,temp_dia_2,temp_dia_3,ropa,fecha
12,37,19,verano,2021-04-15
28,12,38,normal,2021-04-16
38,31,24,normal,2021-04-17
10,16,21,verano,2021-04-18
26,39,30,verano,2021-04-19
35,38,33,abrigada,2021-04-20
29,14,13,abrigada,2021-04-21
37,21,39,verano,2021-04-22
29,37,33,abrigada,2021-04-23
27,26,28,verano,2021-04-24
18,13,35,verano,2021-04-25
30,11,13,abrigada,2021-04-26
11,24,11,abrigada,2021-04-27
13,15,16,normal,2021-04-28
19,28,28,normal,2021-04-29
35,31,38,normal,2021-04-30
21,12,22,verano,2021-05-01
27,17,30,abrigada,2021-05-02
24,10,12,verano,2021-05-03
35,17,13,abrigada,2021-05-04
25,39,32,verano,2021-05-05
19,21,23,normal,2021-05-06
23,11,32,normal,2021-05-07
14,14,15,normal,2021-05-08
22,18,39,verano,2021-05-09
31,37,38,abrigada,2021-05-10
24,23,33,abrigada,2021-05-11
16,34,29,normal,2021-05-12
11,16,15,normal,2021-05-13
26,36,34,normal,2021-05-14
34,37,11,normal,2021-05-15
12,14,14,abrigada,2021-05-16
10,17,21,verano,2021-05-17
33,13,22,verano,2021-05-18
32,24,20,verano,2021-05-19
19,12,31,verano,2021-05-20
23,25,19,normal,2021-05-21
38,19,21,normal,2021-05-22
39,18,10,normal,2021-05-23
14,29,17,verano,2021-05-24
20,21,10,normal,2021-05-25
34,31,29,normal,2021-05-26
37,34,20,abrigada,2021-05-27
14,24,14,abrigada,2021-05-28
21,14,26,normal,2021-05-29
26,33,21,abrigada,2021-05-30
33,37,24,abrigada,2021-05-31
24,15,21,normal,2021-06-01
36,38,29,normal,2021-06-02
27,23,11,normal,2021-06-03
18,14,29,normal,2021-06-04
35,38,10,verano,2021-06-05
32,12,15,verano,2021-06-06
14,30,36,normal,2021-06-07
14,10,26,abrigada,2021-06-08
28,23,21,normal,2021-06-09
19,29,30,normal,2021-06-10
27,33,36,abrigada,2021-06-11
20,39,11,verano,2021-06-12
34,27,38,normal,2021-06-13
34,16,33,normal,2021-06-14
24,20,27,verano,2021-06-15
32,21,15,verano,2021-06-16
29,32,39,abrigada,2021-06-17
22,29,25,verano,2021-06-18
27,19,37,verano,2021-06-19
32,17,27,verano,2021-06-20
30,10,32,abrigada,2021-06-21
17,38,15,verano,2021-06-22
14,24,31,verano,2021-06-23
24,11,10,abrigada,2021-06-24
32,32,35,verano,2021-06-25
20,19,39,verano,2021-06-26
27,27,26,abrigada,2021-06-27
35,17,24,normal,2021-06-28
17,26,21,abrigada,2021-06-29
36,17,34,verano,2021-06-30
23,13,10,verano,2021-07-01
10,28,25,verano,2021-07-02
23,30,25,abrigada,2021-07-03
14,18,35,verano,2021-07-04
39,37,11,verano,2021-07-05
27,15,18,abrigada,2021-07-06
10,18,34,normal,2021-07-07
25,22,18,normal,2021-07-08
30,22,18,verano,2021-07-09
20,13,11,abrigada,2021-07-10
38,15,23,verano,2021-07-11
13,15,28,abrigada,2021-07-12
15,11,27,abrigada,2021-07-13
22,18,32,normal,2021-07-14
28,22,20,normal,2021-07-15
10,33,39,abrigada,2021-07-16
31,16,34,verano,2021-07-17
30,24,10,normal,2021-07-18
21,35,16,verano,2021-07-19
24,30,28,normal,2021-07-20
37,38,34,normal,2021-07-21
10,26,26,verano,2021-07-22
12,21,15,normal,2021-07-23
35,20,12,normal,2021-07-24
17,23,23,verano,2021-07-25
19,11,23,normal,2021-07-26
18,12,30,normal,2021-07-27
35,17,25,normal,2021-07-28
11,15,37,verano,2021-07-29
30,38,35,abrigada,2021-07-30
34,21,14,verano,2021-07-31
11,25,14,abrigada,2021-08-01
24,21,13,normal,2021-08-02
24,20,25,abrigada,2021-08-03
32,15,23,verano,2021-08-04
27,21,36,verano,2021-08-05
20,22,30,normal,2021-08-06
32,20,32,abrigada,2021-08-07
25,24,30,normal,2021-08-08
37,24,34,normal,2021-08-09
13,20,28,verano,2021-08-10
24,13,30,abrigada,2021-08-11
22,31,28,abrigada,2021-08-12
11,23,38,abrigada,2021-08-13
13,25,30,abrigada,2021-08-14
29,23,36,normal,2021-08-15
38,24,37,normal,2021-08-16
12,17,25,verano,2021-08-17
19,13,39,normal,2021-08-18
27,11,26,normal,2021-08-19
22,13,35,verano,2021-08-20
34,39,20,verano,2021-08-21
16,21,19,verano,2021-08-22
16,22,16,normal,2021-08-23
33,26,19,normal,2021-08-24
38,19,33,verano,2021-08-25
13,29,13,verano,2021-08-26
31,16,31,verano,2021-08-27
10,21,33,normal,2021-08-28
22,19,24,normal,2021-08-29
36,22,32,abrigada,2021-08-30
31,31,30,normal,2021-08-31
31,37,18,normal,2021-09-01
35,18,24,normal,2021-09-02
19,33,35,verano,2021-09-03
34,38,19,normal,2021-09-04
17,33,25,verano,2021-09-05
26,35,36,abrigada,2021-09-06
14,13,27,abrigada,2021-09-07
33,28,13,verano,2021-09-08
37,16,19,verano,2021-09-09
34,27,28,verano,2021-09-10
13,19,10,normal,2021-09-11
32,27,14,abrigada,2021-09-12
24,26,12,verano,2021-09-13
21,11,10,normal,2021-09-14
32,30,26,abrigada,2021-09-15
31,25,14,normal,2021-09-16
24,12,37,abrigada,2021-09-17
16,20,19,normal,2021-09-18
18,23,22,abrigada,2021-09-19
38,34,39,abrigada,2021-09-20
34,11,12,normal,2021-09-21
16,30,27,verano,2021-09-22
12,19,31,abrigada,2021-09-23
38,16,18,verano,2021-09-24
26,20,16,normal,2021-09-25
33,37,23,verano,2021-09-26
28,13,35,verano,2021-09-27
15,19,16,verano,2021-09-28
22,23,13,verano,2021-09-29
17,14,10,verano,2021-09-30
13,12,18,abrigada,2021-10-01
17,10,36,abrigada,2021-10-02
15,18,16,abrigada,2021-10-03
13,22,26,normal,2021-10-04
37,11,37,verano,2021-10-05
14,21,36,abrigada,2021-10-06
30,17,15,normal,2021-10-07
17,27,12,abrigada,2021-10-08
31,21,38,abrigada,2021-10-09
35,12,31,verano,2021-10-10
15,11,32,normal,2021-10-11
21,11,15,verano,2021-10-12
26,12,11,verano,2021-10-13
32,39,29,abrigada,2021-10-14
17,31,21,verano,2021-10-15
35,13,14,normal,2021-10-16
22,38,24,verano,2021-10-17
34,32,25,verano,2021-10-18
19,39,39,verano,2021-10-19
34,32,25,abrigada,2021-10-20
21,26,25,normal,2021-10-21
21,17,29,abrigada,2021-10-22
12,25,39,abrigada,2021-10-23
22,32,37,abrigada,2021-10-24
28,17,31,abrigada,2021-10-25
14,29,17,abrigada,2021-10-26
33,21,10,normal,2021-10-27
34,39,30,verano,2021-10-28
29,15,31,abrigada,2021-10-29
27,17,16,abrigada,2021-10-30
10,30,25,normal,2021-10-31
21,15,29,normal,2021-11-01
11,38,23,verano,2021-11-02
13,10,32,normal,2021-11-03
27,22,11,verano,2021-11-04
18,30,11,abrigada,2021-11-05
36,34,18,abrigada,2021-11-06
10,20,12,verano,2021-11-07
29,39,32,normal,2021-11-08
35,13,27,verano,2021-11-09
32,15,12,normal,2021-11-10
31,20,24,abrigada,2021-11-11
31,37,14,normal,2021-11-12
29,19,21,verano,2021-11-13
24,26,19,verano,2021-11-14
15,27,22,abrigada,2021-11-15
12,39,33,normal,2021-11-16
19,39,23,normal,2021-11-17
15,12,25,normal,2021-11-18
16,29,23,abrigada,2021-11-19
18,24,30,normal,2021-11-20
12,11,36,verano,2021-11-21
11,12,27,normal,2021-11-22
23,29,27,abrigada,2021-11-23
19,34,11,normal,2021-11-24
34,38,31,normal,2021-11-25
10,13,23,verano,2021-11-26
10,23,25,normal,2021-11-27
31,23,38,verano,2021-11-28
29,12,12,verano,2021-11-29
18,15,34,abrigada,2021-11-30
22,30,11,verano,2021-12-01
17,30,11,verano,2021-12-02
13,34,24,abrigada,2021-12-03
13,22,37,verano,2021-12-04
21,37,22,abrigada,2021-12-05
23,29,27,normal,2021-12-06
38,37,15,abrigada,2021-12-07
38,20,39,verano,2021-12-08
11,37,32,abrigada,2021-12-09
28,28,14,verano,2021-12-10
28,11,19,normal,2021-12-11
34,11,39,abrigada,2021-12-12
20,27,38,normal,2021-12-13
33,24,18,verano,2021-12-14
32,28,18,verano,2021-12-15
12,30,18,normal,2021-12-16
37,39,23,abrigada,2021-12-17
28,16,25,abrigada,2021-12-18
25,37,10,verano,2021-12-19
13,13,16,normal,2021-12-20
17,26,14,normal,2021-12-21
16,37,29,abrigada,2021-12-22
38,29,13,abrigada,2021-12-23
37,15,16,abrigada,2021-12-24
27,14,29,normal,2021-12-25
39,38,12,abrigada,2021-12-26
16,36,37,abrigada,2021-12-27
31,23,16,verano,2021-12-28
14,38,31,abrigada,2021-12-29
14,39,32,abrigada,2021-12-30
11,39,36,normal,2021-12-31
30,31,15,normal,2022-01-01
24,30,19,verano,2022-01-02
32,35,33,abrigada,2022-01-03
16,14,10,verano,2022-01-04
22,30,35,normal,2022-01-05
27,22,30,verano,2022-01-06
30,27,14,normal,2022-01-07
22,13,26,verano,2022-01-08
12,26,37,verano,2022-01-09
20,30,29,abrigada,2022-01-10
32,30,35,verano,2022-01-11
39,13,11,abrigada,2022-01-12
29,25,37,abrigada,2022-01-13
27,17,12,abrigada,2022-01-14
18,38,29,abrigada,2022-01-15
38,15,19,verano,2022-01-16
30,19,22,normal,2022-01-17
26,18,26,normal,2022-01-18
33,18,18,normal,2022-01-19
10,11,37,verano,2022-01-20
25,38,10,abrigada,2022-01-21
19,27,35,normal,2022-01-22
37,17,30,verano,2022-01-23
37,20,32,abrigada,2022-01-24
11,17,36,normal,2022-01-25
31,17,26,abrigada,2022-01-26
24,26,37,normal,2022-01-27
32,33,22,normal,2022-01-28
28,14,21,normal,2022-01-29
10,32,14,abrigada,2022-01-30
17,22,17,verano,2022-01-31
34,32,20,abrigada,2022-02-01
10,22,28,normal,2022-02-02
33,12,33,abrigada,2022-02-03
26,14,29,verano,2022-02-04
30,17,35,abrigada,2022-02-05
23,13,20,verano,2022-02-06
29,24,28,verano,2022-02-07
16,28,37,abrigada,2022-02-08
28,20,35,normal,2022-02-09
14,14,39,verano,2022-02-10
31,17,19,abrigada,2022-02-11
15,24,25,verano,2022-02-12
37,26,17,normal,2022-02-13
17,34,18,abrigada,2022-02-14
11,24,27,abrigada,2022-02-15
12,26,13,abrigada,2022-02-16
39,13,23,normal,2022-02-17
18,18,34,verano,2022-02-18
35,32,39,abrigada,2022-02-19
27,19,30,verano,2022-02-20
13,21,36,verano,2022-02-21
17,11,31,normal,2022-02-22
22,30,25,abrigada,2022-02-23
37,11,20,verano,2022-02-24
19,24,26,abrigada,2022-02-25
17,27,32,abrigada,2022-02-26
18,34,17,normal,2022-02-27
36,23,37,abrigada,2022-02-28
35,34,27,abrigada,2022-03-01
31,29,39,verano,2022-03-02
29,30,21,normal,2022-03-03
28,23,26,abrigada,2022-03-04
33,30,12,verano,2022-03-05
35,39,32,normal,2022-03-06
16,26,21,normal,2022-03-07
18,24,27,verano,2022-03-08
30,22,39,verano,2022-03-09
30,39,17,verano,2022-03-10
23,17,23,verano,2022-03-11
16,32,21,verano,2022-03-12
20,31,31,abrigada,2022-03-13
20,34,31,abrigada,2022-03-14
37,38,22,normal,2022-03-15
27,11,38,abrigada,2022-03-16
30,24,29,abrigada,2022-03-17
36,27,24,abrigada,2022-03-18
28,32,33,verano,2022-03-19
21,22,31,normal,2022-03-20
20,14,38,normal,2022-03-21
10,33,12,normal,2022-03-22
31,28,32,normal,2022-03-23
38,39,16,abrigada,2022-03-24
21,24,34,abrigada,2022-03-25
14,24,17,verano,2022-03-26
19,35,25,normal,2022-03-27
17,10,21,abrigada,2022-03-28
14,12,10,abrigada,2022-03-29
13,17,12,verano,2022-03-30
19,11,20,verano,2022-03-31
34,19,30,verano,2022-04-01
23,16,36,abrigada,2022-04-02
36,11,18,abrigada,2022-04-03
25,22,18,verano,2022-04-04
29,13,31,normal,2022-04-05
19,35,35,verano,2022-04-06
31,21,26,verano,2022-04-07
23,23,34,verano,2022-04-08
11,30,34,verano,2022-04-09
29,20,25,abrigada,2022-04-10
28,32,15,normal,2022-04-11
33,28,14,verano,2022-04-12
35,13,24,normal,2022-04-13
38,13,29,normal,2022-04-14
19,33,31,normal,2022-04-15
12,35,14,verano,2022-04-16
15,30,31,abrigada,2022-04-17
17,16,30,verano,2022-04-18
19,15,23,normal,2022-04-19
13,37,34,normal,2022-04-20
22,29,26,abrigada,2022-04-21
32,16,13,verano,2022-04-22
38,23,12,normal,2022-04-23
33,14,25,abrigada,2022-04-24
35,32,29,normal,2022-04-25
13,33,39,abrigada,2022-04-26
33,11,39,abrigada,2022-04-27
27,28,37,verano,2022-04-28
37,28,26,normal,2022-04-29
23,28,31,verano,2022-04-30
33,22,21,normal,2022-05-01
39,35,15,verano,2022-05-02
30,13,28,normal,2022-05-03
25,22,13,verano,2022-05-04
39,32,26,abrigada,2022-05-05
32,10,27,normal,2022-05-06
29,26,36,normal,2022-05-07
37,36,24,abrigada,2022-05-08
20,34,37,verano,2022-05-09
31,22,10,normal,2022-05-10
26,15,13,normal,2022-05-11
29,25,24,verano,2022-05-12
36,24,15,abrigada,2022-05-13
24,23,37,verano,2022-05-14
20,16,18,verano,2022-05-15
35,25,14,verano,2022-05-16
34,29,38,normal,2022-05-17
19,27,12,abrigada,2022-05-18
22,20,26,abrigada,2022-05-19
39,39,31,verano,2022-05-20
22,15,26,normal,2022-05-21
36,22,28,verano,2022-05-22
30,28,19,normal,2022-05-23
12,23,35,normal,2022-05-24
28,14,38,normal,2022-05-25
14,29,26,normal,2022-05-26
30,19,14,abrigada,2022-05-27
13,15,35,normal,2022-05-28
13,39,16,normal,2022-05-29
16,27,12,verano,2022-05-30
10,33,34,verano,2022-05-31
13,15,18,abrigada,2022-06-01
31,23,37,verano,2022-06-02
21,37,34,normal,2022-06-03
29,33,34,verano,2022-06-04
13,30,39,abrigada,2022-06-05
33,21,19,verano,2022-06-06
39,31,37,verano,2022-06-07
16,12,32,abrigada,2022-06-08
37,23,33,abrigada,2022-06-09
19,25,25,normal,2022-06-10
31,19,34,verano,2022-06-11
22,15,21,normal,2022-06-12
18,22,13,verano,2022-06-13
33,20,29,verano,2022-06-14
27,35,20,normal,2022-06-15
34,30,13,verano,2022-06-16
27,10,36,verano,2022-06-17
16,15,24,verano,2022-06-18
27,33,20,abrigada,2022-06-19
29,33,24,normal,2022-06-20
25,16,30,abrigada,2022-06-21
19,35,21,normal,2022-06-22
33,23,34,normal,2022-06-23
14,35,30,verano,2022-06-24
27,14,12,normal,2022-06-25
32,35,14,abrigada,2022-06-26
33,26,28,abrigada,2022-06-27
28,34,30,abrigada,2022-06-28
21,34,38,normal,2022-06-29
18,10,27,abrigada,2022-06-30
30,13,19,normal,2022-07-01
34,16,31,abrigada,2022-07-02
32,10,26,abrigada,2022-07-03
33,38,38,normal,2022-07-04
11,37,35,abrigada,2022-07-05
20,18,16,verano,2022-07-06
31,26,26,normal,2022-07-07
11,15,23,normal,2022-07-08
15,11,10,normal,2022-07-09
19,30,14,verano,2022-07-10
11,31,25,normal,2022-07-11
34,11,19,abrigada,2022-07-12
11,25,25,abrigada,2022-07-13
28,38,16,abrigada,2022-07-14
31,21,33,normal,2022-07-15
24,17,15,abrigada,2022-07-16
37,36,19,normal,2022-07-17
12,28,26,abrigada,2022-07-18
16,30,29,verano,2022-07-19
35,13,23,verano,2022-07-20
29,31,24,verano,2022-07-21
33,17,30,verano,2022-07-22
24,31,29,normal,2022-07-23
37,23,36,abrigada,2022-07-24
38,18,17,verano,2022-07-25
35,37,35,normal,2022-07-26
26,11,34,verano,2022-07-27
33,39,12,verano,2022-07-28
17,21,10,normal,2022-07-29
19,29,12,normal,2022-07-30
15,16,29,abrigada,2022-07-31
32,34,36,abrigada,2022-08-01
27,20,28,verano,2022-08-02
14,28,20,verano,2022-08-03
33,21,19,abrigada,2022-08-04
17,33,37,abrigada,2022-08-05
37,18,13,normal,2022-08-06
14,30,17,abrigada,2022-08-07
32,18,24,abrigada,2022-08-08
24,25,23,verano,2022-08-09
17,27,19,abrigada,2022-08-10
37,29,15,verano,2022-08-11
21,11,16,abrigada,2022-08-12
25,12,22,normal,2022-08-13
12,36,27,abrigada,2022-08-14
20,17,15,abrigada,2022-08-15
10,37,10,abrigada,2022-08-16
32,17,14,verano,2022-08-17
37,25,20,normal,2022-08-18
14,13,39,abrigada,2022-08-19
15,23,31,verano,2022-08-20
28,18,21,normal,2022-08-21
20,23,32,verano,2022-08-22
25,10,22,verano,2022-08-23
32,30,30,normal,2022-08-24
39,22,11,abrigada,2022-08-25
13,37,15,verano,2022-08-26
35,36,32,verano,2022-08-27
36,14,34,abrigada,2022-08-28
12,10,13,abrigada,2022-08-29
34,29,11,normal,2022-08-30
35,39,39,normal,2022-08-31
14,12,38,normal,2022-09-01
37,38,18,abrigada,2022-09-02
29,15,27,verano,2022-09-03
15,28,37,verano,2022-09-04
21,34,20,normal,2022-09-05
11,24,21,abrigada,2022-09-06
21,18,30,verano,2022-09-07
33,11,31,normal,2022-09-08
12,21,37,verano,2022-09-09
39,35,25,verano,2022-09-10
30,37,33,abrigada,2022-09-11
35,39,10,abrigada,2022-09-12
30,12,29,verano,2022-09-13
11,18,28,normal,2022-09-14
24,27,35,abrigada,2022-09-15
20,34,32,verano,2022-09-16
25,31,26,abrigada,2022-09-17
14,21,20,abrigada,2022-09-18
39,24,36,abrigada,2022-09-19
12,10,29,verano,2022-09-20
38,25,11,normal,2022-09-21
11,12,17,normal,2022-09-22
33,37,24,normal,2022-09-23
16,15,18,abrigada,2022-09-24
29,37,10,verano,2022-09-25
17,32,32,abrigada,2022-09-26
12,13,35,normal,2022-09-27
34,24,15,normal,2022-09-28
24,30,12,verano,2022-09-29
34,30,30,abrigada,2022-09-30
23,29,23,normal,2022-10-01
13,21,26,verano,2022-10-02
16,18,12,abrigada,2022-10-03
37,22,24,abrigada,2022-10-04
27,28,10,normal,2022-10-05
15,36,36,normal,2022-10-06
32,36,36,abrigada,2022-10-07
11,33,23,abrigada,2022-10-08
15,23,13,normal,2022-10-09
30,17,39,abrigada,2022-10-10
12,28,39,normal,2022-10-11
23,36,29,abrigada,2022-10-12
26,34,17,normal,2022-10-13
33,23,35,verano,2022-10-14
15,32,31,normal,2022-10-15
25,34,28,normal,2022-10-16
23,28,12,verano,2022-10-17
19,28,18,abrigada,2022-10-18
37,29,22,verano,2022-10-19
16,23,18,normal,2022-10-20
36,37,32,abrigada,2022-10-21
34,37,28,verano,2022-10-22
24,29,23,abrigada,2022-10-23
33,15,30,abrigada,2022-10-24
38,13,17,verano,2022-10-25
26,39,18,abrigada,2022-10-26
10,33,29,verano,2022-10-27
34,23,20,normal,2022-10-28
30,12,18,abrigada,2022-10-29
36,23,39,normal,2022-10-30
18,13,36,normal,2022-10-31
13,37,17,abrigada,2022-11-01
11,18,38,verano,2022-11-02
23,31,18,abrigada,2022-11-03
33,32,25,normal,2022-11-04
38,39,26,normal,2022-11-05
25,39,21,verano,2022-11-06
12,20,23,abrigada,2022-11-07
27,30,30,normal,2022-11-08
14,25,29,normal,2022-11-09
14,12,21,normal,2022-11-10
10,30,38,verano,2022-11-11
18,38,18,normal,2022-11-12
13,12,26,normal,2022-11-13
11,33,10,abrigada,2022-11-14
17,22,32,abrigada,2022-11-15
24,17,21,normal,2022-11-16
31,21,23,normal,2022-11-17
24,24,18,abrigada,2022-11-18
28,35,29,verano,2022-11-19
38,31,17,verano,2022-11-20
30,28,15,verano,2022-11-21
29,34,38,verano,2022-11-22
28,13,32,verano,2022-11-23
16,37,37,verano,2022-11-24
13,31,21,verano,2022-11-25
22,12,31,verano,2022-11-26
21,11,33,abrigada,2022-11-27
11,36,32,verano,2022-11-28
18,10,17,verano,2022-11-29
32,15,15,verano,2022-11-30
31,34,27,normal,2022-12-01
26,38,21,abrigada,2022-12-02
15,35,36,abrigada,2022-12-03
17,28,37,abrigada,2022-12-04
19,10,34,verano,2022-12-05
38,22,26,verano,2022-12-06
12,17,23,normal,2022-12-07
12,25,22,abrigada,2022-12-08
29,33,26,verano,2022-12-09
22,38,15,abrigada,2022-12-10
26,23,26,normal,2022-12-11
39,17,20,normal,2022-12-12
29,37,10,normal,2022-12-13
35,16,30,abrigada,2022-12-14
30,26,39,verano,2022-12-15
19,20,31,verano,2022-12-16
39,18,18,normal,2022-12-17
33,14,26,verano,2022-12-18
18,26,33,normal,2022-12-19
30,28,36,abrigada,2022-12-20
16,32,18,normal,2022-12-21
16,22,20,abrigada,2022-12-22
23,28,20,normal,2022-12-23
22,23,22,verano,2022-12-24
10,17,21,verano,2022-12-25
28,21,17,normal,2022-12-26
17,38,30,verano,2022-12-27
22,21,38,verano,2022-12-28
25,10,22,verano,2022-12-29
35,16,37,abrigada,2022-12-30
35,14,17,verano,2022-12-31
34,36,23,abrigada,2023-01-01
32,39,22,normal,2023-01-02
24,32,26,verano,2023-01-03
24,29,27,verano,2023-01-04
27,11,13,verano,2023-01-05
39,10,13,normal,2023-01-06
27,14,28,abrigada,2023-01-07
24,37,17,abrigada,2023-01-08
29,26,10,verano,2023-01-09
21,35,28,normal,2023-01-10
24,18,16,normal,2023-01-11
11,38,18,normal,2023-01-12
19,11,28,normal,2023-01-13
20,22,19,normal,2023-01-14
23,27,28,abrigada,2023-01-15
31,18,34,abrigada,2023-01-16
16,37,12,abrigada,2023-01-17
29,15,36,verano,2023-01-18
30,11,38,normal,2023-01-19
15,12,25,verano,2023-01-20
39,17,11,normal,2023-01-21
26,18,39,abrigada,2023-01-22
21,12,20,verano,2023-01-23
10,32,22,abrigada,2023-01-24
24,35,14,normal,2023-01-25
30,39,26,normal,2023-01-26
34,32,33,normal,2023-01-27
34,15,37,abrigada,2023-01-28
30,31,20,normal,2023-01-29
27,13,12,abrigada,2023-01-30
22,32,18,verano,2023-01-31
30,15,35,normal,2023-02-01
39,37,21,normal,2023-02-02
11,12,12,normal,2023-02-03
37,21,24,verano,2023-02-04
18,32,17,normal,2023-02-05
20,25,35,abrigada,2023-02-06
36,34,31,abrigada,2023-02-07
13,37,10,normal,2023-02-08
33,16,11,normal,2023-02-09
33,37,14,verano,2023-02-10
16,13,14,verano,2023-02-11
33,10,10,verano,2023-02-12
24,29,28,normal,2023-02-13
38,19,37,verano,2023-02-14
27,37,12,verano,2023-02-15
20,24,36,abrigada,2023-02-16
39,20,26,verano,2023-02-17
26,15,14,abrigada,2023-02-18
17,11,25,abrigada,2023-02-19
29,33,21,verano,2023-02-20
15,10,13,abrigada,2023-02-21
26,22,27,normal,2023-02-22
14,39,33,normal,2023-02-23
33,36,12,verano,2023-02-24
20,22,13,normal,2023-02-25
35,36,23,abrigada,2023-02-26
31,20,36,normal,2023-02-27
19,28,27,verano,2023-02-28
15,36,38,verano,2023-03-01
24,30,39,abrigada,2023-03-02
19,14,35,verano,2023-03-03
38,14,19,normal,2023-03-04
37,14,12,verano,2023-03-05
32,15,13,abrigada,2023-03-06
27,37,18,verano,2023-03-07
26,38,22,normal,2023-03-08
36,24,39,abrigada,2023-03-09
29,26,22,normal,2023-03-10
25,31,13,abrigada,2023-03-11
14,14,18,verano,2023-03-12
26,22,11,abrigada,2023-03-13
22,31,30,abrigada,2023-03-14
36,32,28,verano,2023-03-15
12,19,11,normal,2023-03-16
22,28,35,verano,2023-03-17
26,30,23,abrigada,2023-03-18
21,30,21,verano,2023-03-19
20,16,13,abrigada,2023-03-20
28,10,37,verano,2023-03-21
33,38,12,verano,2023-03-22
22,24,11,normal,2023-03-23
20,13,28,abrigada,2023-03-24
38,26,12,normal,2023-03-25
37,27,17,abrigada,2023-03-26
31,34,33,verano,2023-03-27
35,28,14,abrigada,2023-03-28
16,30,17,normal,2023-03-29
37,14,26,normal,2023-03-30
14,13,31,normal,2023-03-31
28,36,30,abrigada,2023-04-01
11,20,31,normal,2023-04-02
22,24,21,normal,2023-04-03
31,30,31,normal,2023-04-04
20,16,37,verano,2023-04-05
14,26,33,verano,2023-04-06
29,18,23,abrigada,2023-04-07
35,21,15,abrigada,2023-04-08
26,28,28,normal,2023-04-09
35,25,21,verano,2023-04-10
21,29,15,normal,2023-04-11
32,35,13,normal,2023-04-12
15,20,10,verano,2023-04-13
39,33,32,verano,2023-04-14
24,36,20,verano,2023-04-15
34,28,27,abrigada,2023-04-16
26,28,30,abrigada,2023-04-17
23,36,27,normal,2023-04-18
37,28,24,abrigada,2023-04-19
24,13,16,verano,2023-04-20
22,12,25,verano,2023-04-21
18,17,29,abrigada,2023-04-22
22,26,26,normal,2023-04-23
26,10,17,normal,2023-04-24
28,15,12,abrigada,2023-04-25
36,14,22,normal,2023-04-26
24,23,38,normal,2023-04-27
32,25,27,normal,2023-04-28
31,38,31,verano,2023-04-29
20,12,31,verano,2023-04-30
19,19,39,abrigada,2023-05-01
30,25,21,verano,2023-05-02
11,18,33,normal,2023-05-03
12,33,39,verano,2023-05-04
34,39,24,abrigada,2023-05-05
12,28,27,verano,2023-05-06
17,35,26,normal,2023-05-07
17,16,39,normal,2023-05-08
16,12,10,abrigada,2023-05-09
13,34,14,verano,2023-05-10
10,24,14,verano,2023-05-11
22,17,17,verano,2023-05-12
14,37,18,normal,2023-05-13
10,13,12,abrigada,2023-05-14
11,17,32,verano,2023-05-15
18,11,23,normal,2023-05-16
23,13,39,normal,2023-05-17
15,20,12,normal,2023-05-18
17,12,23,verano,2023-05-19
37,22,22,verano,2023-05-20
11,22,38,verano,2023-05-21
28,36,15,verano,2023-05-22
25,11,17,verano,2023-05-23
26,32,11,verano,2023-05-24
19,37,25,verano,2023-05-25
15,37,11,verano,2023-05-26
11,35,22,verano,2023-05-27
33,24,37,normal,2023-05-28
11,16,12,verano,2023-05-29
17,32,23,abrigada,2023-05-30
33,39,32,normal,2023-05-31
36,31,38,verano,2023-06-01
16,30,16,abrigada,2023-06-02
10,26,18,verano,2023-06-03
39,30,22,abrigada,2023-06-04
30,28,30,abrigada,2023-06-05
28,34,34,abrigada,2023-06-06
31,26,32,abrigada,2023-06-07
32,39,19,normal,2023-06-08
19,13,17,normal,2023-06-09
31,29,29,abrigada,2023-06-10
27,23,27,verano,2023-06-11
37,23,29,abrigada,2023-06-12
30,33,24,normal,2023-06-13
31,39,13,verano,2023-06-14
22,36,32,normal,2023-06-15
17,27,21,normal,2023-06-16
32,23,11,verano,2023-06-17
27,33,11,abrigada,2023-06-18
20,18,21,abrigada,2023-06-19
26,24,34,abrigada,2023-06-20
26,35,38,abrigada,2023-06-21
35,27,31,verano,2023-06-22
15,26,32,verano,2023-06-23
33,27,17,verano,2023-06-24
18,15,14,normal,2023-06-25
21,34,38,verano,2023-06-26
37,20,34,abrigada,2023-06-27
10,20,28,normal,2023-06-28
18,36,11,abrigada,2023-06-29
21,13,13,abrigada,2023-06-30
27,24,28,verano,2023-07-01
22,28,26,verano,2023-07-02
15,25,33,abrigada,2023-07-03
21,28,14,abrigada,2023-07-04
26,35,32,normal,2023-07-05
35,38,10,verano,2023-07-06
37,36,34,normal,2023-07-07
33,32,19,normal,2023-07-08
24,32,30,normal,2023-07-09
30,20,22,abrigada,2023-07-10
14,10,33,normal,2023-07-11
21,20,26,normal,2023-07-12
13,24,34,abrigada,2023-07-13
39,18,30,verano,2023-07-14
29,28,28,verano,2023-07-15
21,14,19,normal,2023-07-16
26,14,31,abrigada,2023-07-17
25,16,37,verano,2023-07-18
18,12,24,normal,2023-07-19
25,27,23,normal,2023-07-20
12,21,18,abrigada,2023-07-21
37,16,18,normal,2023-07-22
22,27,14,verano,2023-07-23
22,13,11,abrigada,2023-07-24
25,18,18,verano,2023-07-25
15,20,31,verano,2023-07-26
33,31,10,verano,2023-07-27
13,22,32,normal,2023-07-28
22,22,11,normal,2023-07-29
18,33,17,verano,2023-07-30
16,13,27,verano,2023-07-31
12,37,15,abrigada,2023-08-01
