temp_dia_1,temp_dia_2,temp_dia_3,ropa,fecha
15,9,13,abrigada,2019-04-03
38,35,33,verano,2019-04-04
40,36,40,verano,2019-04-05
19,29,19,normal,2019-04-06
21,28,28,normal,2019-04-07
4,9,9,abrigada,2019-04-08
34,38,38,verano,2019-04-09
10,13,10,abrigada,2019-04-10
37,30,35,verano,2019-04-11
24,27,18,normal,2019-04-12
14,8,6,abrigada,2019-04-13
21,27,29,normal,2019-04-14
0,9,14,abrigada,2019-04-15
28,26,24,normal,2019-04-16
8,5,1,abrigada,2019-04-17
0,7,2,abrigada,2019-04-18
14,14,15,abrigada,2019-04-19
15,8,10,abrigada,2019-04-20
1,7,8,abrigada,2019-04-21
7,2,8,abrigada,2019-04-22
12,4,5,abrigada,2019-04-23
9,3,2,abrigada,2019-04-24
24,22,26,normal,2019-04-25
4,0,7,abrigada,2019-04-26
17,24,19,normal,2019-04-27
40,34,37,verano,2019-04-28
10,7,2,abrigada,2019-04-29
23,16,19,normal,2019-04-30
13,10,11,abrigada,2019-05-01
29,23,22,normal,2019-05-02
19,28,16,normal,2019-05-03
11,11,15,abrigada,2019-05-04
24,21,26,normal,2019-05-05
15,3,11,abrigada,2019-05-06
39,38,36,verano,2019-05-07
9,0,12,abrigada,2019-05-08
13,5,13,abrigada,2019-05-09
11,7,9,abrigada,2019-05-10
16,18,16,normal,2019-05-11
27,25,17,normal,2019-05-12
27,24,25,normal,2019-05-13
13,15,2,abrigada,2019-05-14
2,0,2,abrigada,2019-05-15
25,27,26,normal,2019-05-16
18,26,19,normal,2019-05-17
35,34,35,verano,2019-05-18
16,22,24,normal,2019-05-19
17,18,17,normal,2019-05-20
8,10,1,abrigada,2019-05-21
11,5,8,abrigada,2019-05-22
0,10,6,abrigada,2019-05-23
1,14,7,abrigada,2019-05-24
24,23,21,normal,2019-05-25
16,27,21,normal,2019-05-26
30,31,30,verano,2019-05-27
1,4,10,abrigada,2019-05-28
10,8,5,abrigada,2019-05-29
33,36,31,verano,2019-05-30
18,29,20,normal,2019-05-31
23,20,25,normal,2019-06-01
6,9,0,abrigada,2019-06-02
1,3,11,abrigada,2019-06-03
10,3,8,abrigada,2019-06-04
20,29,20,normal,2019-06-05
17,21,16,normal,2019-06-06
8,4,14,abrigada,2019-06-07
30,34,38,verano,2019-06-08
11,12,15,abrigada,2019-06-09
35,36,40,verano,2019-06-10
14,7,8,abrigada,2019-06-11
34,35,34,verano,2019-06-12
27,21,24,normal,2019-06-13
1,7,6,abrigada,2019-06-14
28,26,16,normal,2019-06-15
4,12,14,abrigada,2019-06-16
40,31,37,verano,2019-06-17
2,7,5,abrigada,2019-06-18
9,14,3,abrigada,2019-06-19
1,2,4,abrigada,2019-06-20
23,26,26,normal,2019-06-21
4,15,10,abrigada,2019-06-22
11,14,14,abrigada,2019-06-23
8,12,13,abrigada,2019-06-24
10,13,15,abrigada,2019-06-25
27,17,25,normal,2019-06-26
10,13,2,abrigada,2019-06-27
21,21,16,normal,2019-06-28
4,4,9,abrigada,2019-06-29
29,24,27,normal,2019-06-30
11,4,11,abrigada,2019-07-01
18,27,18,normal,2019-07-02
16,17,17,normal,2019-07-03
18,19,29,normal,2019-07-04
23,29,29,normal,2019-07-05
38,36,32,verano,2019-07-06
37,34,37,verano,2019-07-07
11,13,6,abrigada,2019-07-08
17,29,29,normal,2019-07-09
5,12,12,abrigada,2019-07-10
15,5,13,abrigada,2019-07-11
10,0,14,abrigada,2019-07-12
16,21,26,normal,2019-07-13
19,19,26,normal,2019-07-14
1,13,9,abrigada,2019-07-15
6,1,0,abrigada,2019-07-16
22,24,17,normal,2019-07-17
11,4,8,abrigada,2019-07-18
4,5,9,abrigada,2019-07-19
35,33,36,verano,2019-07-20
1,8,4,abrigada,2019-07-21
26,27,19,normal,2019-07-22
23,23,16,normal,2019-07-23
14,5,9,abrigada,2019-07-24
2,0,14,abrigada,2019-07-25
1,3,15,abrigada,2019-07-26
13,14,11,abrigada,2019-07-27
15,4,4,abrigada,2019-07-28
25,17,19,normal,2019-07-29
16,19,24,normal,2019-07-30
5,1,12,abrigada,2019-07-31
14,4,6,abrigada,2019-08-01
11,10,12,abrigada,2019-08-02
26,19,17,normal,2019-08-03
12,5,9,abrigada,2019-08-04
1,9,11,abrigada,2019-08-05
18,26,29,normal,2019-08-06
31,38,37,verano,2019-08-07
14,6,14,abrigada,2019-08-08
4,13,5,abrigada,2019-08-09
13,6,5,abrigada,2019-08-10
34,32,35,verano,2019-08-11
4,11,6,abrigada,2019-08-12
34,36,39,verano,2019-08-13
23,27,23,normal,2019-08-14
3,15,3,abrigada,2019-08-15
25,27,27,normal,2019-08-16
32,34,39,verano,2019-08-17
23,23,23,normal,2019-08-18
7,12,4,abrigada,2019-08-19
20,25,21,normal,2019-08-20
5,10,13,abrigada,2019-08-21
35,39,40,verano,2019-08-22
4,10,3,abrigada,2019-08-23
22,25,28,normal,2019-08-24
30,40,39,verano,2019-08-25
21,20,28,normal,2019-08-26
38,37,32,verano,2019-08-27
30,30,32,verano,2019-08-28
27,20,20,normal,2019-08-29
23,26,26,normal,2019-08-30
3,0,11,abrigada,2019-08-31
22,21,25,normal,2019-09-01
4,2,15,abrigada,2019-09-02
0,5,1,abrigada,2019-09-03
26,23,18,normal,2019-09-04
37,34,36,verano,2019-09-05
28,23,23,normal,2019-09-06
12,12,12,abrigada,2019-09-07
31,35,36,verano,2019-09-08
30,33,39,verano,2019-09-09
26,23,19,normal,2019-09-10
20,25,27,normal,2019-09-11
22,20,27,normal,2019-09-12
5,3,4,abrigada,2019-09-13
18,20,17,normal,2019-09-14
32,32,35,verano,2019-09-15
24,18,20,normal,2019-09-16
15,7,13,abrigada,2019-09-17
11,12,15,abrigada,2019-09-18
23,28,27,normal,2019-09-19
21,27,24,normal,2019-09-20
15,6,2,abrigada,2019-09-21
29,18,28,normal,2019-09-22
33,35,30,verano,2019-09-23
19,16,19,normal,2019-09-24
27,20,18,normal,2019-09-25
19,20,29,normal,2019-09-26
9,10,13,abrigada,2019-09-27
4,6,3,abrigada,2019-09-28
11,0,7,abrigada,2019-09-29
28,24,20,normal,2019-09-30
11,0,0,abrigada,2019-10-01
6,9,14,abrigada,2019-10-02
28,20,19,normal,2019-10-03
37,33,32,verano,2019-10-04
22,22,17,normal,2019-10-05
12,6,10,abrigada,2019-10-06
35,38,35,verano,2019-10-07
5,7,14,abrigada,2019-10-08
28,27,21,normal,2019-10-09
26,23,28,normal,2019-10-10
36,36,32,verano,2019-10-11
28,29,17,normal,2019-10-12
34,38,38,verano,2019-10-13
15,1,7,abrigada,2019-10-14
0,9,6,abrigada,2019-10-15
3,6,10,abrigada,2019-10-16
13,6,11,abrigada,2019-10-17
33,35,34,verano,2019-10-18
3,3,5,abrigada,2019-10-19
27,29,26,normal,2019-10-20
14,8,12,abrigada,2019-10-21
36,30,33,verano,2019-10-22
26,25,26,normal,2019-10-23
5,9,2,abrigada,2019-10-24
1,9,4,abrigada,2019-10-25
16,20,22,normal,2019-10-26
6,8,3,abrigada,2019-10-27
6,8,7,abrigada,2019-10-28
10,12,3,abrigada,2019-10-29
1,8,5,abrigada,2019-10-30
0,2,9,abrigada,2019-10-31
35,30,40,verano,2019-11-01
31,33,36,verano,2019-11-02
11,7,2,abrigada,2019-11-03
2,6,3,abrigada,2019-11-04
19,26,25,normal,2019-11-05
31,30,40,verano,2019-11-06
4,1,11,abrigada,2019-11-07
7,0,5,abrigada,2019-11-08
30,33,32,verano,2019-11-09
28,21,22,normal,2019-11-10
28,22,25,normal,2019-11-11
36,31,37,verano,2019-11-12
1,15,0,abrigada,2019-11-13
18,21,25,normal,2019-11-14
14,10,9,abrigada,2019-11-15
16,21,29,normal,2019-11-16
3,12,6,abrigada,2019-11-17
6,6,2,abrigada,2019-11-18
17,18,28,normal,2019-11-19
26,18,16,normal,2019-11-20
1,11,10,abrigada,2019-11-21
13,12,4,abrigada,2019-11-22
7,0,4,abrigada,2019-11-23
10,9,14,abrigada,2019-11-24
14,15,1,abrigada,2019-11-25
29,16,17,normal,2019-11-26
0,2,6,abrigada,2019-11-27
3,3,0,abrigada,2019-11-28
3,3,3,abrigada,2019-11-29
11,10,12,abrigada,2019-11-30
19,16,26,normal,2019-12-01
24,26,16,normal,2019-12-02
5,15,7,abrigada,2019-12-03
28,22,17,normal,2019-12-04
40,39,38,verano,2019-12-05
13,0,1,abrigada,2019-12-06
38,40,40,verano,2019-12-07
10,3,6,abrigada,2019-12-08
27,25,22,normal,2019-12-09
9,3,11,abrigada,2019-12-10
25,23,21,normal,2019-12-11
22,21,28,normal,2019-12-12
38,39,35,verano,2019-12-13
29,18,25,normal,2019-12-14
24,27,27,normal,2019-12-15
40,36,37,verano,2019-12-16
5,8,10,abrigada,2019-12-17
6,12,9,abrigada,2019-12-18
26,26,24,normal,2019-12-19
19,27,20,normal,2019-12-20
19,23,24,normal,2019-12-21
2,14,15,abrigada,2019-12-22
0,10,5,abrigada,2019-12-23
36,30,30,verano,2019-12-24
17,25,19,normal,2019-12-25
37,40,30,verano,2019-12-26
3,7,13,abrigada,2019-12-27
22,21,27,normal,2019-12-28
39,39,38,verano,2019-12-29
3,1,12,abrigada,2019-12-30
9,9,7,abrigada,2019-12-31
9,8,11,abrigada,2020-01-01
32,31,33,verano,2020-01-02
12,15,1,abrigada,2020-01-03
30,40,35,verano,2020-01-04
28,26,24,normal,2020-01-05
17,21,17,normal,2020-01-06
0,8,12,abrigada,2020-01-07
11,8,14,abrigada,2020-01-08
25,28,28,normal,2020-01-09
37,35,35,verano,2020-01-10
10,1,4,abrigada,2020-01-11
30,34,37,verano,2020-01-12
7,7,6,abrigada,2020-01-13
30,32,31,verano,2020-01-14
30,36,33,verano,2020-01-15
29,20,20,normal,2020-01-16
15,0,3,abrigada,2020-01-17
15,15,10,abrigada,2020-01-18
11,1,0,abrigada,2020-01-19
3,4,6,abrigada,2020-01-20
1,7,5,abrigada,2020-01-21
19,26,22,normal,2020-01-22
12,8,5,abrigada,2020-01-23
2,1,3,abrigada,2020-01-24
17,19,20,normal,2020-01-25
13,7,1,abrigada,2020-01-26
25,18,27,normal,2020-01-27
19,26,20,normal,2020-01-28
8,1,1,abrigada,2020-01-29
15,13,1,abrigada,2020-01-30
13,14,8,abrigada,2020-01-31
21,17,27,normal,2020-02-01
8,12,5,abrigada,2020-02-02
13,1,7,abrigada,2020-02-03
2,12,8,abrigada,2020-02-04
12,15,13,abrigada,2020-02-05
9,1,9,abrigada,2020-02-06
25,28,28,normal,2020-02-07
6,9,3,abrigada,2020-02-08
0,5,3,abrigada,2020-02-09
10,1,15,abrigada,2020-02-10
35,36,38,verano,2020-02-11
11,11,8,abrigada,2020-02-12
2,15,13,abrigada,2020-02-13
1,9,10,abrigada,2020-02-14
32,32,35,verano,2020-02-15
10,15,3,abrigada,2020-02-16
1,2,6,abrigada,2020-02-17
16,20,22,normal,2020-02-18
0,2,11,abrigada,2020-02-19
15,11,15,abrigada,2020-02-20
19,19,18,normal,2020-02-21
3,7,7,abrigada,2020-02-22
5,13,13,abrigada,2020-02-23
24,23,19,normal,2020-02-24
14,8,4,abrigada,2020-02-25
18,23,28,normal,2020-02-26
17,21,25,normal,2020-02-27
13,8,10,abrigada,2020-02-28
34,38,38,verano,2020-02-29
36,38,35,verano,2020-03-01
22,23,24,normal,2020-03-02
40,32,40,verano,2020-03-03
5,14,0,abrigada,2020-03-04
17,26,20,normal,2020-03-05
10,11,2,abrigada,2020-03-06
31,33,34,verano,2020-03-07
1,7,5,abrigada,2020-03-08
8,0,4,abrigada,2020-03-09
2,7,5,abrigada,2020-03-10
28,18,16,normal,2020-03-11
35,32,40,verano,2020-03-12
28,24,21,normal,2020-03-13
34,37,34,verano,2020-03-14
5,11,10,abrigada,2020-03-15
15,8,4,abrigada,2020-03-16
10,12,10,abrigada,2020-03-17
16,23,25,normal,2020-03-18
19,16,27,normal,2020-03-19
33,34,34,verano,2020-03-20
25,27,27,normal,2020-03-21
17,26,25,normal,2020-03-22
29,25,23,normal,2020-03-23
25,17,22,normal,2020-03-24
27,18,22,normal,2020-03-25
2,1,4,abrigada,2020-03-26
6,2,15,abrigada,2020-03-27
17,25,28,normal,2020-03-28
12,2,6,abrigada,2020-03-29
38,37,39,verano,2020-03-30
35,39,34,verano,2020-03-31
22,28,21,normal,2020-04-01
37,36,33,verano,2020-04-02
20,27,23,normal,2020-04-03
3,3,5,abrigada,2020-04-04
5,6,7,abrigada,2020-04-05
15,11,14,abrigada,2020-04-06
3,8,14,abrigada,2020-04-07
15,15,12,abrigada,2020-04-08
23,22,22,normal,2020-04-09
10,1,5,abrigada,2020-04-10
10,14,8,abrigada,2020-04-11
22,26,23,normal,2020-04-12
9,7,6,abrigada,2020-04-13
33,40,39,verano,2020-04-14
29,17,25,normal,2020-04-15
8,8,0,abrigada,2020-04-16
18,17,28,normal,2020-04-17
3,8,4,abrigada,2020-04-18
34,35,37,verano,2020-04-19
34,40,40,verano,2020-04-20
23,18,28,normal,2020-04-21
27,27,28,normal,2020-04-22
19,27,26,normal,2020-04-23
14,7,10,abrigada,2020-04-24
18,25,24,normal,2020-04-25
4,2,8,abrigada,2020-04-26
19,19,18,normal,2020-04-27
25,24,27,normal,2020-04-28
8,13,2,abrigada,2020-04-29
15,13,2,abrigada,2020-04-30
2,3,10,abrigada,2020-05-01
35,37,38,verano,2020-05-02
3,5,10,abrigada,2020-05-03
24,25,25,normal,2020-05-04
20,17,28,normal,2020-05-05
19,23,20,normal,2020-05-06
2,9,11,abrigada,2020-05-07
3,6,12,abrigada,2020-05-08
2,6,8,abrigada,2020-05-09
11,7,13,abrigada,2020-05-10
17,19,22,normal,2020-05-11
4,0,1,abrigada,2020-05-12
40,37,37,verano,2020-05-13
7,8,14,abrigada,2020-05-14
37,36,31,verano,2020-05-15
12,15,7,abrigada,2020-05-16
24,16,24,normal,2020-05-17
32,30,35,verano,2020-05-18
22,24,29,normal,2020-05-19
39,36,32,verano,2020-05-20
2,8,3,abrigada,2020-05-21
37,31,34,verano,2020-05-22
39,30,36,verano,2020-05-23
19,28,24,normal,2020-05-24
34,35,38,verano,2020-05-25
7,1,3,abrigada,2020-05-26
13,14,5,abrigada,2020-05-27
11,12,1,abrigada,2020-05-28
3,2,11,abrigada,2020-05-29
0,11,3,abrigada,2020-05-30
40,35,39,verano,2020-05-31
32,38,34,verano,2020-06-01
9,12,14,abrigada,2020-06-02
1,0,10,abrigada,2020-06-03
1,7,6,abrigada,2020-06-04
0,3,9,abrigada,2020-06-05
3,5,8,abrigada,2020-06-06
34,37,32,verano,2020-06-07
14,10,9,abrigada,2020-06-08
15,6,2,abrigada,2020-06-09
13,15,3,abrigada,2020-06-10
10,8,6,abrigada,2020-06-11
22,29,21,normal,2020-06-12
17,28,18,normal,2020-06-13
5,4,4,abrigada,2020-06-14
3,15,11,abrigada,2020-06-15
28,20,24,normal,2020-06-16
24,27,21,normal,2020-06-17
4,5,11,abrigada,2020-06-18
11,15,4,abrigada,2020-06-19
33,31,38,verano,2020-06-20
15,4,12,abrigada,2020-06-21
26,25,19,normal,2020-06-22
20,18,24,normal,2020-06-23
22,26,17,normal,2020-06-24
8,0,15,abrigada,2020-06-25
11,9,15,abrigada,2020-06-26
6,14,14,abrigada,2020-06-27
2,15,14,abrigada,2020-06-28
37,35,32,verano,2020-06-29
7,0,13,abrigada,2020-06-30
29,20,20,normal,2020-07-01
3,3,15,abrigada,2020-07-02
14,1,14,abrigada,2020-07-03
29,28,29,normal,2020-07-04
2,1,6,abrigada,2020-07-05
4,14,6,abrigada,2020-07-06
20,20,28,normal,2020-07-07
28,26,28,normal,2020-07-08
25,26,26,normal,2020-07-09
24,16,21,normal,2020-07-10
13,8,6,abrigada,2020-07-11
15,2,0,abrigada,2020-07-12
2,5,12,abrigada,2020-07-13
23,26,19,normal,2020-07-14
30,35,40,verano,2020-07-15
19,20,29,normal,2020-07-16
13,7,4,abrigada,2020-07-17
5,4,3,abrigada,2020-07-18
35,36,33,verano,2020-07-19
25,21,23,normal,2020-07-20
10,8,11,abrigada,2020-07-21
24,24,23,normal,2020-07-22
24,21,22,normal,2020-07-23
38,38,33,verano,2020-07-24
12,0,11,abrigada,2020-07-25
21,27,16,normal,2020-07-26
10,4,10,abrigada,2020-07-27
18,19,22,normal,2020-07-28
11,0,1,abrigada,2020-07-29
27,23,27,normal,2020-07-30
13,9,9,abrigada,2020-07-31
2,7,12,abrigada,2020-08-01
2,8,7,abrigada,2020-08-02
16,22,17,normal,2020-08-03
17,28,27,normal,2020-08-04
6,7,12,abrigada,2020-08-05
5,12,0,abrigada,2020-08-06
11,13,11,abrigada,2020-08-07
34,39,35,verano,2020-08-08
16,29,17,normal,2020-08-09
13,5,10,abrigada,2020-08-10
27,19,24,normal,2020-08-11
37,38,39,verano,2020-08-12
27,17,26,normal,2020-08-13
18,26,22,normal,2020-08-14
26,28,22,normal,2020-08-15
30,37,32,verano,2020-08-16
20,24,29,normal,2020-08-17
3,15,9,abrigada,2020-08-18
4,12,2,abrigada,2020-08-19
6,6,13,abrigada,2020-08-20
29,19,27,normal,2020-08-21
18,23,26,normal,2020-08-22
3,1,4,abrigada,2020-08-23
0,12,14,abrigada,2020-08-24
13,4,10,abrigada,2020-08-25
14,6,4,abrigada,2020-08-26
28,24,26,normal,2020-08-27
12,11,12,abrigada,2020-08-28
17,18,18,normal,2020-08-29
5,6,6,abrigada,2020-08-30
27,27,18,normal,2020-08-31
18,28,18,normal,2020-09-01
11,14,3,abrigada,2020-09-02
12,14,12,abrigada,2020-09-03
2,15,1,abrigada,2020-09-04
7,7,2,abrigada,2020-09-05
1,8,0,abrigada,2020-09-06
18,25,28,normal,2020-09-07
17,28,22,normal,2020-09-08
2,4,12,abrigada,2020-09-09
0,3,2,abrigada,2020-09-10
28,26,24,normal,2020-09-11
38,39,35,verano,2020-09-12
29,24,23,normal,2020-09-13
3,7,5,abrigada,2020-09-14
5,15,0,abrigada,2020-09-15
20,23,16,normal,2020-09-16
31,37,30,verano,2020-09-17
1,8,4,abrigada,2020-09-18
14,0,7,abrigada,2020-09-19
1,5,8,abrigada,2020-09-20
40,40,31,verano,2020-09-21
28,20,28,normal,2020-09-22
13,3,7,abrigada,2020-09-23
36,39,39,verano,2020-09-24
1,1,0,abrigada,2020-09-25
34,36,34,verano,2020-09-26
25,23,18,normal,2020-09-27
4,10,8,abrigada,2020-09-28
2,12,1,abrigada,2020-09-29
40,38,31,verano,2020-09-30
1,15,15,abrigada,2020-10-01
16,24,20,normal,2020-10-02
28,16,17,normal,2020-10-03
31,35,32,verano,2020-10-04
36,31,35,verano,2020-10-05
11,13,12,abrigada,2020-10-06
7,5,6,abrigada,2020-10-07
27,24,18,normal,2020-10-08
24,21,27,normal,2020-10-09
9,1,6,abrigada,2020-10-10
27,19,29,normal,2020-10-11
39,37,36,verano,2020-10-12
24,21,26,normal,2020-10-13
13,13,11,abrigada,2020-10-14
38,40,33,verano,2020-10-15
5,15,1,abrigada,2020-10-16
15,3,4,abrigada,2020-10-17
19,16,19,normal,2020-10-18
20,26,23,normal,2020-10-19
2,10,7,abrigada,2020-10-20
24,23,25,normal,2020-10-21
25,16,26,normal,2020-10-22
20,18,29,normal,2020-10-23
19,17,17,normal,2020-10-24
2,5,13,abrigada,2020-10-25
12,8,5,abrigada,2020-10-26
16,29,28,normal,2020-10-27
29,26,26,normal,2020-10-28
11,5,12,abrigada,2020-10-29
38,39,33,verano,2020-10-30
0,6,12,abrigada,2020-10-31
34,37,39,verano,2020-11-01
8,2,9,abrigada,2020-11-02
34,31,35,verano,2020-11-03
31,38,31,verano,2020-11-04
0,9,3,abrigada,2020-11-05
5,10,8,abrigada,2020-11-06
2,0,8,abrigada,2020-11-07
8,11,0,abrigada,2020-11-08
0,10,9,abrigada,2020-11-09
15,13,1,abrigada,2020-11-10
15,3,12,abrigada,2020-11-11
12,13,5,abrigada,2020-11-12
15,0,5,abrigada,2020-11-13
21,25,26,normal,2020-11-14
33,32,31,verano,2020-11-15
16,16,18,normal,2020-11-16
4,7,4,abrigada,2020-11-17
12,12,1,abrigada,2020-11-18
16,23,27,normal,2020-11-19
4,7,8,abrigada,2020-11-20
22,29,24,normal,2020-11-21
6,14,8,abrigada,2020-11-22
29,27,29,normal,2020-11-23
12,11,0,abrigada,2020-11-24
0,3,3,abrigada,2020-11-25
2,14,2,abrigada,2020-11-26
14,14,5,abrigada,2020-11-27
28,25,26,normal,2020-11-28
29,22,18,normal,2020-11-29
38,40,35,verano,2020-11-30
11,13,6,abrigada,2020-12-01
16,24,29,normal,2020-12-02
28,28,17,normal,2020-12-03
2,5,2,abrigada,2020-12-04
1,11,4,abrigada,2020-12-05
25,20,22,normal,2020-12-06
17,23,28,normal,2020-12-07
13,7,7,abrigada,2020-12-08
2,14,9,abrigada,2020-12-09
15,15,13,abrigada,2020-12-10
17,18,22,normal,2020-12-11
9,0,7,abrigada,2020-12-12
4,8,9,abrigada,2020-12-13
16,25,19,normal,2020-12-14
0,2,7,abrigada,2020-12-15
6,14,2,abrigada,2020-12-16
26,25,26,normal,2020-12-17
9,0,15,abrigada,2020-12-18
0,13,1,abrigada,2020-12-19
39,32,38,verano,2020-12-20
2,5,9,abrigada,2020-12-21
32,36,35,verano,2020-12-22
25,20,22,normal,2020-12-23
0,15,4,abrigada,2020-12-24
26,16,25,normal,2020-12-25
11,11,9,abrigada,2020-12-26
20,22,20,normal,2020-12-27
3,1,12,abrigada,2020-12-28
18,21,23,normal,2020-12-29
32,35,39,verano,2020-12-30
15,1,7,abrigada,2020-12-31
11,6,13,abrigada,2021-01-01
27,23,27,normal,2021-01-02
6,2,5,abrigada,2021-01-03
6,0,14,abrigada,2021-01-04
19,22,21,normal,2021-01-05
1,13,15,abrigada,2021-01-06
1,4,2,abrigada,2021-01-07
16,19,23,normal,2021-01-08
8,5,4,abrigada,2021-01-09
40,37,34,verano,2021-01-10
10,15,5,abrigada,2021-01-11
10,9,15,abrigada,2021-01-12
20,24,19,normal,2021-01-13
39,35,38,verano,2021-01-14
2,15,3,abrigada,2021-01-15
6,14,8,abrigada,2021-01-16
18,23,19,normal,2021-01-17
26,27,24,normal,2021-01-18
22,25,17,normal,2021-01-19
24,29,24,normal,2021-01-20
11,13,8,abrigada,2021-01-21
21,16,28,normal,2021-01-22
7,1,5,abrigada,2021-01-23
9,13,2,abrigada,2021-01-24
3,7,15,abrigada,2021-01-25
14,5,1,abrigada,2021-01-26
33,38,31,verano,2021-01-27
28,28,23,normal,2021-01-28
11,14,6,abrigada,2021-01-29
7,6,3,abrigada,2021-01-30
24,26,26,normal,2021-01-31
28,27,22,normal,2021-02-01
17,21,17,normal,2021-02-02
3,1,4,abrigada,2021-02-03
10,5,3,abrigada,2021-02-04
12,3,11,abrigada,2021-02-05
18,23,24,normal,2021-02-06
0,10,4,abrigada,2021-02-07
15,6,13,abrigada,2021-02-08
5,3,2,abrigada,2021-02-09
5,7,0,abrigada,2021-02-10
20,29,23,normal,2021-02-11
39,34,34,verano,2021-02-12
32,39,40,verano,2021-02-13
24,24,26,normal,2021-02-14
24,26,17,normal,2021-02-15
7,4,0,abrigada,2021-02-16
29,29,22,normal,2021-02-17
23,19,27,normal,2021-02-18
14,10,11,abrigada,2021-02-19
10,9,2,abrigada,2021-02-20
8,5,0,abrigada,2021-02-21
24,16,27,normal,2021-02-22
0,5,3,abrigada,2021-02-23
25,17,23,normal,2021-02-24
34,35,37,verano,2021-02-25
13,9,9,abrigada,2021-02-26
7,11,1,abrigada,2021-02-27
13,14,10,abrigada,2021-02-28
27,21,17,normal,2021-03-01
19,18,28,normal,2021-03-02
4,11,9,abrigada,2021-03-03
6,0,8,abrigada,2021-03-04
3,6,2,abrigada,2021-03-05
9,10,6,abrigada,2021-03-06
16,22,18,normal,2021-03-07
40,30,38,verano,2021-03-08
31,32,30,verano,2021-03-09
6,4,3,abrigada,2021-03-10
19,26,28,normal,2021-03-11
24,19,21,normal,2021-03-12
24,18,20,normal,2021-03-13
5,13,7,abrigada,2021-03-14
7,7,4,abrigada,2021-03-15
38,37,36,verano,2021-03-16
24,29,24,normal,2021-03-17
35,39,31,verano,2021-03-18
4,13,0,abrigada,2021-03-19
6,13,3,abrigada,2021-03-20
21,16,23,normal,2021-03-21
6,6,5,abrigada,2021-03-22
6,14,12,abrigada,2021-03-23
5,12,12,abrigada,2021-03-24
1,9,3,abrigada,2021-03-25
26,19,24,normal,2021-03-26
3,7,12,abrigada,2021-03-27
4,13,1,abrigada,2021-03-28
4,12,13,abrigada,2021-03-29
29,24,27,normal,2021-03-30
9,11,2,abrigada,2021-03-31
10,9,6,abrigada,2021-04-01
31,30,31,verano,2021-04-02
14,7,3,abrigada,2021-04-03
11,6,1,abrigada,2021-04-04
25,24,19,normal,2021-04-05
8,15,1,abrigada,2021-04-06
3,13,11,abrigada,2021-04-07
19,22,21,normal,2021-04-08
16,27,16,normal,2021-04-09
8,6,15,abrigada,2021-04-10
28,19,16,normal,2021-04-11
34,38,36,verano,2021-04-12
6,6,3,abrigada,2021-04-13
22,25,22,normal,2021-04-14
5,3,14,abrigada,2021-04-15
1,12,1,abrigada,2021-04-16
2,1,13,abrigada,2021-04-17
10,10,2,abrigada,2021-04-18
16,21,27,normal,2021-04-19
1,2,10,abrigada,2021-04-20
9,11,13,abrigada,2021-04-21
4,5,11,abrigada,2021-04-22
29,25,29,normal,2021-04-23
15,3,9,abrigada,2021-04-24
38,39,38,verano,2021-04-25
18,17,29,normal,2021-04-26
37,35,37,verano,2021-04-27
40,36,32,verano,2021-04-28
16,29,17,normal,2021-04-29
15,10,3,abrigada,2021-04-30
21,26,27,normal,2021-05-01
9,3,7,abrigada,2021-05-02
1,6,7,abrigada,2021-05-03
3,5,12,abrigada,2021-05-04
35,33,33,verano,2021-05-05
13,5,4,abrigada,2021-05-06
7,14,0,abrigada,2021-05-07
15,3,7,abrigada,2021-05-08
30,34,33,verano,2021-05-09
7,8,0,abrigada,2021-05-10
25,18,23,normal,2021-05-11
19,19,22,normal,2021-05-12
17,29,25,normal,2021-05-13
4,14,10,abrigada,2021-05-14
1,8,11,abrigada,2021-05-15
9,3,11,abrigada,2021-05-16
17,27,19,normal,2021-05-17
22,16,22,normal,2021-05-18
24,16,27,normal,2021-05-19
22,19,29,normal,2021-05-20
7,13,10,abrigada,2021-05-21
12,1,1,abrigada,2021-05-22
24,27,25,normal,2021-05-23
0,5,10,abrigada,2021-05-24
9,12,0,abrigada,2021-05-25
37,33,35,verano,2021-05-26
24,28,27,normal,2021-05-27
17,25,24,normal,2021-05-28
24,27,25,normal,2021-05-29
16,18,25,normal,2021-05-30
19,29,20,normal,2021-05-31
14,11,1,abrigada,2021-06-01
6,15,13,abrigada,2021-06-02
4,8,7,abrigada,2021-06-03
2,7,4,abrigada,2021-06-04
3,5,1,abrigada,2021-06-05
24,20,24,normal,2021-06-06
8,7,4,abrigada,2021-06-07
9,0,0,abrigada,2021-06-08
12,6,12,abrigada,2021-06-09
2,8,5,abrigada,2021-06-10
11,8,14,abrigada,2021-06-11
36,30,33,verano,2021-06-12
0,4,13,abrigada,2021-06-13
36,31,32,verano,2021-06-14
1,1,4,abrigada,2021-06-15
17,26,19,normal,2021-06-16
3,0,8,abrigada,2021-06-17
13,7,10,abrigada,2021-06-18
4,7,9,abrigada,2021-06-19
3,2,2,abrigada,2021-06-20
27,22,29,normal,2021-06-21
22,28,25,normal,2021-06-22
2,15,12,abrigada,2021-06-23
15,8,14,abrigada,2021-06-24
4,5,7,abrigada,2021-06-25
21,18,27,normal,2021-06-26
30,34,40,verano,2021-06-27
13,10,3,abrigada,2021-06-28
21,24,28,normal,2021-06-29
0,5,3,abrigada,2021-06-30
